1000000,2,0.02,56.4
1000000,2,0.04,32.8
1000000,2,0.06,32.4
1000000,2,0.08,34.8
1000000,2,0.1,34.1
1000000,2,0.12000000000000001,34.5
1000000,2,0.14,36.3
1000000,2,0.16,36.6
1000000,2,0.18,36.9
1000000,2,0.19999999999999998,36.5
1000000,2,0.21999999999999997,36.7
1000000,2,0.23999999999999996,38.1
1000000,2,0.25999999999999995,39.5
1000000,2,0.27999999999999997,38.4
1000000,2,0.3,38.3
1000000,2,0.32,38.5
1000000,2,0.34,39.0
1000000,2,0.36000000000000004,38.8
1000000,2,0.38000000000000006,38.7
1000000,2,0.4000000000000001,38.5
1000000,2,0.4200000000000001,38.0
1000000,2,0.4400000000000001,38.2
1000000,2,0.46000000000000013,38.6
1000000,2,0.48000000000000015,38.5
1000000,2,0.5000000000000001,38.3
1000000,2,0.5200000000000001,36.5
1000000,2,0.5400000000000001,41.2
1000000,2,0.5600000000000002,38.7
1000000,2,0.5800000000000002,36.7
1000000,2,0.6000000000000002,37.1
1000000,2,0.6200000000000002,37.1
1000000,2,0.6400000000000002,37.4
1000000,2,0.6600000000000003,37.3
1000000,2,0.6800000000000003,37.6
1000000,2,0.7000000000000003,37.2
1000000,2,0.7200000000000003,38.1
1000000,2,0.7400000000000003,43.6
1000000,2,0.7600000000000003,37.1
1000000,2,0.7800000000000004,36.4
1000000,2,0.8000000000000004,37.1
1000000,2,0.8200000000000004,36.6
1000000,2,0.8400000000000004,36.5
1000000,2,0.8600000000000004,36.9
1000000,2,0.8800000000000004,36.3
1000000,2,0.9000000000000005,36.5
1000000,2,0.9200000000000005,36.5
1000000,2,0.9400000000000005,36.7
1000000,2,0.9600000000000005,36.2
1000000,2,0.9800000000000005,36.5
1000000,4,0.02,33.1
1000000,4,0.04,26.8
1000000,4,0.06,26.8
1000000,4,0.08,27.7
1000000,4,0.1,27.8
1000000,4,0.12000000000000001,27.7
1000000,4,0.14,28.1
1000000,4,0.16,27.9
1000000,4,0.18,28.0
1000000,4,0.19999999999999998,28.3
1000000,4,0.21999999999999997,28.5
1000000,4,0.23999999999999996,27.7
1000000,4,0.25999999999999995,26.9
1000000,4,0.27999999999999997,27.1
1000000,4,0.3,27.1
1000000,4,0.32,27.1
1000000,4,0.34,27.4
1000000,4,0.36000000000000004,27.1
1000000,4,0.38000000000000006,26.8
1000000,4,0.4000000000000001,27.1
1000000,4,0.4200000000000001,27.1
1000000,4,0.4400000000000001,27.2
1000000,4,0.46000000000000013,27.3
1000000,4,0.48000000000000015,26.9
1000000,4,0.5000000000000001,27.2
1000000,4,0.5200000000000001,36.7
1000000,4,0.5400000000000001,36.4
1000000,4,0.5600000000000002,36.5
1000000,4,0.5800000000000002,36.6
1000000,4,0.6000000000000002,36.6
1000000,4,0.6200000000000002,36.7
1000000,4,0.6400000000000002,36.5
1000000,4,0.6600000000000003,36.2
1000000,4,0.6800000000000003,36.4
1000000,4,0.7000000000000003,36.3
1000000,4,0.7200000000000003,36.2
1000000,4,0.7400000000000003,36.3
1000000,4,0.7600000000000003,36.5
1000000,4,0.7800000000000004,38.9
1000000,4,0.8000000000000004,38.4
1000000,4,0.8200000000000004,36.4
1000000,4,0.8400000000000004,36.5
1000000,4,0.8600000000000004,36.4
1000000,4,0.8800000000000004,36.0
1000000,4,0.9000000000000005,35.9
1000000,4,0.9200000000000005,36.6
1000000,4,0.9400000000000005,36.3
1000000,4,0.9600000000000005,36.4
1000000,4,0.9800000000000005,36.4
1000000,8,0.02,43.7
1000000,8,0.04,26.1
1000000,8,0.06,25.5
1000000,8,0.08,25.2
1000000,8,0.1,25.2
1000000,8,0.12000000000000001,25.0
1000000,8,0.14,26.9
1000000,8,0.16,25.0
1000000,8,0.18,25.4
1000000,8,0.19999999999999998,25.2
1000000,8,0.21999999999999997,24.9
1000000,8,0.23999999999999996,24.7
1000000,8,0.25999999999999995,26.7
1000000,8,0.27999999999999997,27.0
1000000,8,0.3,27.0
1000000,8,0.32,27.0
1000000,8,0.34,26.7
1000000,8,0.36000000000000004,27.0
1000000,8,0.38000000000000006,27.0
1000000,8,0.4000000000000001,26.5
1000000,8,0.4200000000000001,26.7
1000000,8,0.4400000000000001,26.5
1000000,8,0.46000000000000013,26.4
1000000,8,0.48000000000000015,26.7
1000000,8,0.5000000000000001,28.4
1000000,8,0.5200000000000001,36.6
1000000,8,0.5400000000000001,36.1
1000000,8,0.5600000000000002,36.3
1000000,8,0.5800000000000002,36.0
1000000,8,0.6000000000000002,36.2
1000000,8,0.6200000000000002,36.4
1000000,8,0.6400000000000002,36.4
1000000,8,0.6600000000000003,36.6
1000000,8,0.6800000000000003,36.7
1000000,8,0.7000000000000003,36.8
1000000,8,0.7200000000000003,37.1
1000000,8,0.7400000000000003,37.4
1000000,8,0.7600000000000003,38.3
1000000,8,0.7800000000000004,38.1
1000000,8,0.8000000000000004,37.9
1000000,8,0.8200000000000004,38.6
1000000,8,0.8400000000000004,38.2
1000000,8,0.8600000000000004,48.8
1000000,8,0.8800000000000004,38.1
1000000,8,0.9000000000000005,38.1
1000000,8,0.9200000000000005,38.0
1000000,8,0.9400000000000005,38.1
1000000,8,0.9600000000000005,45.3
1000000,8,0.9800000000000005,43.7
1000000,16,0.02,78.0
1000000,16,0.04,56.4
1000000,16,0.06,40.3
1000000,16,0.08,41.7
1000000,16,0.1,33.3
1000000,16,0.12000000000000001,31.3
1000000,16,0.14,28.5
1000000,16,0.16,27.0
1000000,16,0.18,26.0
1000000,16,0.19999999999999998,26.0
1000000,16,0.21999999999999997,25.9
1000000,16,0.23999999999999996,27.2
1000000,16,0.25999999999999995,55.9
1000000,16,0.27999999999999997,38.2
1000000,16,0.3,34.6
1000000,16,0.32,31.8
1000000,16,0.34,31.1
1000000,16,0.36000000000000004,27.9
1000000,16,0.38000000000000006,27.7
1000000,16,0.4000000000000001,26.9
1000000,16,0.4200000000000001,27.0
1000000,16,0.4400000000000001,32.6
1000000,16,0.46000000000000013,30.6
1000000,16,0.48000000000000015,27.5
1000000,16,0.5000000000000001,26.9
1000000,16,0.5200000000000001,36.5
1000000,16,0.5400000000000001,37.1
1000000,16,0.5600000000000002,36.2
1000000,16,0.5800000000000002,41.6
1000000,16,0.6000000000000002,37.9
1000000,16,0.6200000000000002,36.9
1000000,16,0.6400000000000002,36.7
1000000,16,0.6600000000000003,40.7
1000000,16,0.6800000000000003,40.7
1000000,16,0.7000000000000003,38.5
1000000,16,0.7200000000000003,38.2
1000000,16,0.7400000000000003,36.7
1000000,16,0.7600000000000003,36.6
1000000,16,0.7800000000000004,36.7
1000000,16,0.8000000000000004,39.8
1000000,16,0.8200000000000004,39.9
1000000,16,0.8400000000000004,37.1
1000000,16,0.8600000000000004,54.7
1000000,16,0.8800000000000004,43.3
1000000,16,0.9000000000000005,45.3
1000000,16,0.9200000000000005,37.6
1000000,16,0.9400000000000005,43.0
1000000,16,0.9600000000000005,36.4
1000000,16,0.9800000000000005,38.2
2000000,2,0.02,70.2
2000000,2,0.04,69.5
2000000,2,0.06,66.8
2000000,2,0.08,69.3
2000000,2,0.1,69.1
2000000,2,0.12000000000000001,72.6
2000000,2,0.14,74.7
2000000,2,0.16,74.7
2000000,2,0.18,73.5
2000000,2,0.19999999999999998,77.7
2000000,2,0.21999999999999997,74.8
2000000,2,0.23999999999999996,75.3
2000000,2,0.25999999999999995,81.2
2000000,2,0.27999999999999997,86.2
2000000,2,0.3,85.4
2000000,2,0.32,80.8
2000000,2,0.34,80.0
2000000,2,0.36000000000000004,79.8
2000000,2,0.38000000000000006,80.7
2000000,2,0.4000000000000001,82.9
2000000,2,0.4200000000000001,79.7
2000000,2,0.4400000000000001,79.7
2000000,2,0.46000000000000013,80.8
2000000,2,0.48000000000000015,79.8
2000000,2,0.5000000000000001,79.8
2000000,2,0.5200000000000001,75.2
2000000,2,0.5400000000000001,74.6
2000000,2,0.5600000000000002,84.2
2000000,2,0.5800000000000002,81.3
